card_name,category,prediction
The Hermit,health,"Health in this Period Must Be Careful of Notetting Enough Rest. May Caus Stomach Diseases or Have Stomach Painch Pain Had Gastritis before, Be CareFul BECAUSE There Was Anoter Chance of Recurring. PEOPLE WHO SICK in this Period Do Not VILOTE TOO MUCH BODY. Should Rest and Take Good Care of YouSELF BECAUSE I is likely to Recover Slowly."
The Hermit,personality,"Being ObserVant, Observed, Gilded, Paranoid, Careless and Always Careful Like Something that is Gradual i Don't like Changes Suddenly. Doing Things often do Slowly. Love is Solitude Alone Comfortably. Spend Money Giving More Value to the Inside is a Good Consultant for Others and Never Taking Advantage of Anyone."
The Hermit,education,"During this period, you may have to be a life diligent. BECAUSE There is a Chance that the Academic Performance Will Be World Be Well You May Start to find time. It is a good choice to make your grades progressted. ITERE is a Group Work or Work That Takes Quite a Long Time It is likely that you may be the main person to be responsible. Therefore, do not be discouraged first. BECAUSE THE MORE You Do More Than Others You will get More Knowledge Than Others. IN THOSE WHO WHOVE GRADUATED There a Life Plan to Continue Studying. What is quite likesly to continue to Study As Intended"
The Hermit,luck,"The Fortune is not very Much. If Going To Pay Homage to Sacred Things May Cauke in Terms of Risk, The Opportunity Is Quite Small. Approximately Not More than 20%"
Wheel of Fortune,card_name,Wheel of Fortune
Wheel of Fortune,love_single,"In Single People, this Fire May Not Be Gery Lucky in Love. BECAUSE OFEN GIVING WORK LUCK and More Finances But Still Considered You Have the Opportunity to Find Love IFTRE Is a Society. Or Meet Some PEOPLE IN PEOPLE Who Secretly Like Someone. The Relationship will be very advanced. Or Looking for Similar Interests, IT May Caus the Relationship to Progress."
Wheel of Fortune,love_in_relationship,"It is a period that may not have Much Personal Time in Your Partner. But Still Considered that The Relationship has progressed. You May Learn Some of the Lovers of Lovers. The Gives You More Understanding of Your Lover IFO You Have a Problem before This, You will have a change to reconcile. Can Come Back Together Again"
Wheel of Fortune,career,"There Will Be Progress in Work. There May Be Promoted. Be Assigned to a New Job that Helps You to Have Experience in the Field You Are Doing. IF Anyone is Waiting for the Opportunity to Work, It is a good rhythm for you. Should Be Determined to Work in the Full Responsible, Including Trint TRIST THE WORK FOR OTHEST TO AgRE. In Addition, IT May Mean Work During this Period, There Must Be A Trip Outside or Have Training Seminar To Increme Your Own Skills In Personal Business People May Be Accept Or More Acquaintances It Can Be Said that It is tried your uptrend. Therefore, Should Hurry to Seize The Opportunity Here Good Opportunities are not often come in."
Wheel of Fortune,finance,"You will have a Financial Opportunity to Enter Life. May Be An Opport Unity for Work and Resulting in Your Financial AS Well if in the Past, You Had Financial Problems before. There is a tendency that Those programs will gradeable and have money to spin in a fluffy, but what you need to be carefully is that you May loss of society. Therefore Should Be Careful When Money As Well. For Those Who do their Own Business You will More Business Revenue, Making You feel Satisfied. IN Addition, if you have an Idea to Invest More in the Business or Investy Still Considered THAT THE THE OPPORTUNITY TO GOW BUN You Should Study The Information Well Firmation"
Wheel of Fortune,health,"Overall, your health in this phase is Considered Strong Enough. But Must Be Careful of the Sun's Eyes Too Much O There May Be Frequent Travel In Different Places, Causing Discomfort As well for Thaose Who are Sick, There Will Be Be Be Be A Little Better. Buty to Be CareFul BECAUSE IT May Come Back to Get Sick Again"
Wheel of Fortune,personality,"Like to Socialize, Like to Have a lot of Connections Reveled and Opend Friendship and Love Continuously. Life Has Changd Always Found A Turning Point is an Ambitious Person Wan SUCCEED WANT TO LIVE Comfortably Therefore, Some People May Work. BECAUSE WANTING TO CREATE STBILITY IN LIFE QUICKLY LIKE THE RISK OF LUCK"
Wheel of Fortune,education,"During this period, you will be be more enthusiastic about learning. And There is a Commitment to Have a good Future Makes You More Diligent Than Before Howver, You Should ALSO PACTICE PATIENCE PATETHER BECAUSE IT is likely to be diligent in a short period of time. In Addition, this Card Indicates Hiving Activities Related to Various Studies, Such As Joining The Club Or Participating in the School. Or University Working in Groups, for Example, IFTRE Is Any Exam in This Period IF You've Had A Gery Bad Examination This Test Results Have The Cristria that Will Improve and Make You Feel Vary Satisfed. But if in the pass you already have good grades, must be real daykause it may not be as good as you think."
Wheel of Fortune,luck,You may have work luck. As Well As Being Given Financial Opportunities As Well Regarding Opportunities for Luck Can Also Gamble about 50%
Justice,card_name,Justice
Justice,love_single,"In Single People, You may Meet Someone. And Felt that He was a very attactive prson but Be Careful That Be A Person You Think If You don't know. BECAUSE There May Be A Matter of Regret Later"
Justice,love_in_relationship,"Do not Expect Much from the Lover. BECAUSE He Will Have a High Self IF You want to do anything I don't want to do it. So it will be safe him. IN PEOPLE WHO ARE Just Starting To Get Together, The Relationship Will Seem to Be Extremely Serious, But in the Long Run, Still Have to Watch First. IF Married Considered that The Relationship is Good Enough But Lovers May Be Fussy with You."
Justice,career,"Work During this Period Will Always Have a Fussy Problem. Makes You Feel Hard and May Work Undil Not Rest at All BE Careful of Overdoing The Job, IT Can Reduce Your Work Efficiency. Should Find Some Time to Rest in Addition, You Will Feel that The Boss is very fussy with you. May Be a Lot of Things or Need a High Works of Work Make You Bored ITE A JOB Related to Documents Must Be Careful of the Error As Well People Who Do Their Own Business or Duty Problems with Customers BECAUSE Customers Are Quite a lot. Therefore Requires A Little High Patience ITERE is a Document Contact, It Should Be Careful or Else May Be DisadVantaged."
Justice,finance,"There Will Be Financial Luck from Your Own Ability. Finances in this phase are consumered uninterrupted. But also has a relatively high extese as well. Be Careful of Your Own Money BUY TOO MUCH LUXURY ALTHOUGH IT HAS NON TRON TROUN BEENTERS OF MONEY SLATELESLESSS FIVE SLALLL WILLES LIKE THE Left Hand. The Right Hand Can Be Rotated in Time, But there Will Be No Money Left. For Those who do their own business, there may be a lot of fussy expenses, so you are world that you will not make money. But the Income that Comes is Enough to make you turn money in your business. Only the Profits May Be Much Left."
Justice,health,"Must Be Careful of Fussy Illness, ESPECIALLY DISEASESS REATOT THE STOMACH AREA MAY Be Intel DIGESTIVE SYSTEM ASE WELL for THORE SICK, The STILL HAVE TAKE TAKE BECASE THE DECASE DECE THE DECE THE Although The Recovery Is Better, There is a Chance to Come Back to Get Sick Again."
Justice,personality,"Sacred has a personal world, long time, loves in honor and dignity. Follow the rules Absolutely decision Agree to break and not bend Not taking advantage of anyone And do not let anyone take advantage Do not like people breaking the contract Often have a duty to be a middleman Is a dependency of others"
Justice,education,"The Situation of Study is not very world. BECAUSE You Will Be More Determined than in the Past and Have the Driving Force that Will Improve Your Academic Performance, Do Not Compace You Arelf to Oothders Too Much. BECAUSE IT WILL MAKE You Feel Bad, Be Careful with a Little Conflict with the Teater or ClassMates You may Also Have to Reduce Your Confidence. Do not Ego So High that the Do Not Accept the Opinions of Others Who have good Hopes for you. ITRE IN EXAM IN THIS PHASE, You will be Able to do It Quite Well. But Maybe Not A Point that you are very Satisfed before More Expectations"
Justice,luck,"There are not many fortune in this period. But IFTRE IS, IT May Be a Small Souvenir than Gamble in This Period, There Are someone"
The Handed Man,card_name,The Handed Man
The Handed Man,love_single,"This Love Situation is Quite Fragile for you. You may feel like and very lonely in Single People. IF You Love to Like Someone, There Are Criteria to Be HeartBraken, DisappoInted or Lose Feelings from the Person You Secretly Love. May Love One Side or Be Denied As Well"
The Handed Man,love_in_relationship,"Must Be Careful of the Demands from the Other Party Too Much the Ret the Relationship is in a Fragile Period. Must Be Adjusted to Each Other To: Support the Report You May Feel THAT LOVERS DONDERSTANT YOU at All. Or There May Be a Loss of Feelings from Your Lover. Be care of Quarrels, or in Some Pars, May Be too Harsh to Break Up As Well."
The Handed Man,career,"In this period, the work will be Much as you like. Both in Terms of Work in the Workplace You will Be Awkward and Must Always Adapt To the Environment. You may have an Idea to Resign. Change Jobs BEING BORED BORED WITH THE CURRENT WORRENT WORRENT WORREN TO The Working Environment You Can Go Through Various Problems in the Person Who Thinks to Resign. You Should Find a New Job Beore Resigning. BECAUSE There is a still no criteria for new work in this period but about about Illusion or Behind The Scenes in the Magazine, IT is Considerd That The Work is not real smocho"
The Handed Man,finance,"Finances During this Period will be a very tense period. You may be shocked and can be turn money in time. Causing Anxiety BECAUSE IT Feels Like You Are Dark and Do Not Think of the Financial Problems That Occur Tray Not to Spend Extravagant in this Period. And Should Make Some Income and Expenses So You Can Know where The Weaknesses Are Used to use The Money and Will Gradualy Solm The Problem Step by Step in Addition, You Must Be CareFul of Debt Problems To help guarantee. You Should Think Carefully. But the Best Way is to Not Guarantee Anyone Better Better Better is likely that you will be responsible for the debt later. There May Be a Loss of Money About Your Own Health. Or family members as well it is a period that must be very carefully of spending."
The Handed Man,health,"During this Period, You Should Bee Rey Careful of Your Health. There is a change to fall into a mat. Or Sick and Sick Untihaing To Recover for a Long Time IF This Card Appears, THAT IS A SIGN THE You Should Take Care of Your Health Better. Or May Go to see a doctor for a health check"
The Handed Man,personality,"High Patience Look at the World like no Other There Are often Ideas that Most People Expect. If you like or intend to do anything, you will be deedicated to you. Set a Goal Not Easy to Change Until Successful, Old Things, Old Places or Familiar Things, Making Peace of Mind is a conservative loyal to Those who truly That Has to Be Carried, Or Being Hit, Crispy, Have to follow the way that others have laid down."
The Handed Man,education,"Studying During this Period is quit stressful. And very seriously for you will feel discouraged and feeling. What You Should Not Be Careless IF You do Not Understand, You Should Hurry to Consult a Teater or Friend. Otherwise, IT Will RSULT in You NOT U UnDERSTANG IN THE NEXT STUDY ITRE IN EN Exam During this Period. You Should Be Diligent, InCluding A Lot of Lessons to Review. Be Careful of Failing The Exam. There is a high chance that you will have to come to Repair BECAUSE OF CARESLESS with Some Subjects. In Addition, Beware of Stress in Learning, Resulting in You Sick. Or not Comfortable from Sleeping, Not Enough"
The Handed Man,luck,"During this Period, There is no Fortune. Most often it is a bison. ITERE Is A Chance to Make Merit, It Should Be Done to Make IT Somewhat Unlucky. For the OPPORTUNITY TO RISK SHAT 0%"
Death,card_name,Death
Death,love_single,"During this Period, You may feel Depressed and Hopeless. The Situations are not as expression. Makes Your Mind Gery Bad It is Possible that you may find the loss of love. And Will make you strong and understand love better and still can't accept Howver, please let you know that Aftering this Bad Time."
Death,love_in_relationship,"You will feel that your lover makes you very tire. There May Be Limitations from Mage Lovers That Make You Feel Bored and Tired. The Best Way is to Be Gery Calm Becauuse Lovers TEND to Not Have Reason in this period. In Some Couples, Be Careful, There Are Serious Arguments. May EVEN BREAK Up"
Death,career,"The Situation in this period is not very good. You will feel very bored of work. There May Be Some Problems at Work and Make You Feel that You Can No Longer Be Patient. In Some People, The May Feel like the Change their Jobs or Resign. But You Should Think Carefully BECAUSE Finding Out of the Car Without Hiving a New Job You May Benee Benee Bee Unployed Longer than You Think. But if you can endure it first, it is likely that the Situation May Improve in People Who Do Personal Business, The May Experience Extreme Conditions. Trading is Rarely or Has Problems with Partners. STILL HAVE to Support Each Other First in Addition, in Some Cases, IF Not Enough to Be Abs T Close The Business as well"
Death,finance,"Your financial situation is a period that must be very car. There May Be Financial Problems or Expenses That Need to Be Managed But Cannot Make Money to Spin in Time. You will feel stressed and depression, as if not knowing how to solve the problem. You should be very Calm now and try to be conscious. Do not Borrow Money Outside the System or Do A Loan, Enn IF You Know That It is Too Power to Use Back. BECAUSE IT WILL DEFINIITLY CAUSE LATER IN FULL -TIME Worket, IT Must Be Economical. Do Not Be Extravagant BECAUSE There is an oportduity to have debt from Using Money with Being Careful. If you do a personal business, there may be a problem being cheated. Being Wrying Money The Financial System in the Company is Poor. Therefore, Should Support Youself First. Do Not Think of Investing or Doing Anything More. Should Start by Reducing Unnecessary Expenses"
Death,health,"Be careful, have a serious health you have to go to the hospital. Some People May Surgery Criteria. ITRE IN OPPORTUNITY TO DONATE BLOOD OR DONATING THE COFFIN WILLP SOLP SOLP SOLTH IALTH in PEOPLE WHO SICK, BE CARELOL OF SUBSIDENCE. Should take a lot of health"
Death,personality,"The Outside Is Hard But Rely is a Hurtful Person, Love, Hate Strong, What Strong Dedicated Kheep Good Money, But Where Used, often Pay in Lumps Always Have to Pay for Lover Or Family Always Quickly Good Modi for Pepele. Around Rarely Attachd to the Surroundings Can Adapt and Rely on OneSELF May HAVE TO BE FAR ROM HOME, FAR, LOVERS OR TRAVEL FREQUENTLY"
Death,education,"You will have a lot of stress and pressure. Be Careful of Studying Too Hard, Causing Illness or Discomfort As Well. In Some People, The Will Feel Bored and Wan Resign in the Middle. What do NOT BE TO IMPATIEN BECAUSE THIS MOOD WILL BE BE BE BE BEE DISAPPEAR Therefore, IF IMPATIETIETIINE, HURRY OUT, You may to Sit and Regret and Regret and Regret Later. ITRE Is Any Exam in this Period, Be Careful of the Failure. Or have to take the repair as well Except That Studying a Faculty Related to Medical is not very Worrisome But Should NOT Be Careless in PEOPLE WHO WORK GRAREFUS WAVEFULMS WITH FIRENDS WHO STUDTHAHAHAHAHAHAHAHAHAHAHAHARHER. IT was a time when there was a problem. But if you are patch, you can definitsly get through it"
Death,luck,"Should Not Gamble in this Period BECAUSE IT is likely to Lose Heavy Money I Hiving the Opportunity to Make Merit, The Fortune Will Be Vary Good. OPPORTUNITY TO GAMBLE 0%"
Temperance,card_name,Temperance
Temperance,love_single,"In a Single Person, You may have to come to mind that this period is not the Moment you find love. If Going To Secretly Love, Secretly Like Someone, Still Do Not the Opportunity to Be Gery Fulfilled, Must Be Smooth. IN Addition, if you like Someone for a Long Time and Still not Happy"
Temperance,love_in_relationship,"You have to be real about your owner. BECAUSE IT May Be Easily Irritated, Causing LoverS To Be Bored the Distance is Fragile in the Relationship. Must try not to bind or demand from loves too much. BECAUSE There is a tendency to have quarrels."
Temperance,career,"The Situation in this period is not very good. You need to endure the emotions of people at work. Which Sometimes Should Be Reased, Do Not Pay Much Attation BECAUSE ITE BAD ABOUT THE ARE Doing in something Or want to resign from work work often hus problems to solve fussing often or and theen be fixed in the Middle of the car as well. In Addition, There May Be a Matter To Travel about Work, Such As Going To See Work in Otter Provinces or Aborad, For Example. For Those Who do their Own Business, this Period Must Be Gery Durable. BECAUSE You are likely to be bored or give up halfway if passing this period, the Situation Will to Improve Slowly."
Temperance,finance,"Finances in this Phase Are NOT AS MUCH As You. Out of the Left Hand-Pay The Right Hand There is Money Coming in TO ROTATE All The Time, But CAN'TEP IT at All. You Should Review Your Own Money Usage Behavior in the Past, See I Spending Too Money According to Emotions. BECAUSE IF You are Not Careful, You May Encounter A Shot. In THOSE WHO ARE Thinking of Investing WHATEVER DUTIVER DURING THIS PERIOD, Should Postpone First BECAUSE There is More Chance of Damage Than Getting Money ESPECIILLY IDEA TO JOIN THE SHARE THE SHARE THE SLD CARE THE ANTORLY, SOO THE You will not Regret Later for Those Who Own Business During this Period, Finances are still Available to Spend. But Should Not Be Careless BECAUSE OF THE RAT COMES in Mostly"
Temperance,health,"Overall Health During this Period Will Not Have Many Problems. Most often it is a matter of emotions that are especial and frustrate. However, You Should Be Careful of the Small Accidents in Front of the Legs as well. IN PEOPLE WHO SICK, The Are When The Body is Adjusting To Recover Again. Therefore, You Should ALST ENOUGH."
Temperance,personality,"Do not Like to Be Still, Bored, Like to Go Outside Traveling is often Not at Home. Life Has Always Changed. A Brave Person Dare to try Communication Negotiating, Compromise Creative But May Change Your Mind Easy Love, Fast Mood Swings IF for Anything, It Will Change Imediately. BECAUSE I DONI DIKE TOIIT PAITIINTLY Make Good Money But Can't Save Money. Must Save Money As Property Only There is money spinning all the time."
Temperance,education,"Should Bee Rey Careful of Your Up and Down Emotions Becauuse Boredom and Felt Noting To Studying During This Period In PEOPLE WHO WOR WON GRAPES THAT DO NOTCH DOT MATCH. Makes It Easy to Conflict, Should Calm Down and Look at Anything Neutral. Overall, Studying in this Phase is not bad. But May Be often Lacking Concentration. In Addition, Not Enough Rest, IT May Affect Your Academic Performance As Well. ITRE Is Any Exam in this Period, Be Rey CareFul BECAUSE There is a CHnce to get a low score unExpetedly before. Therefore Should Prepare Well"
Temperance,luck,"Overall, There Not Many Fortune, Soon Be Better at this Time. The Chances of Gamble is considered no 0%."
The Devil,card_name,The Devil
The Devil,love_single,"IN A Single Person, IF You Meet Someone in this Period, Have to Check BECAUSE There is a Chance to Find Love Overlapping in Addition, IF Studying Look at the Heart with Anyone. It Should Be Better for a Long Time. BECAUSE There is a Chance to Meet People Who Are not Sincere or May Meet People in the Type of Hoping for You to Play As well."
The Devil,love_in_relationship,"During this period, you may feel pararanoid or do not Trust Your Lover often. Or Maybe a Lover Who Is Jealous and Suspiction of You too Much, Resulting in Disbelief in the Other and Quarreling in Addition, You Will Feel THAT THE REATIVE NETWEEN YOU and your Lover is Full. With Each Other's Enchantment But The Script Will Have Conflicts, There is a serious problem."
The Devil,career,"You will feel that your work is quit overwhelming. Untiil Alemost No Time to Rest Or In Same People May Works Too Hard Than the Compensation Received in Addition, There Are Meny Problems to Manage Until The Headache. The Work May NOT BEERY SMOOTH. But IF THE LINE IS Used or Under the Table, IT May Help Your Work to Be Smoother (But IF NECESSARY, Do NOT DO IT Better). Personal Workers Must Be Careful of Hiving Problems with The Partnership Being Cheated, Breaking The Contract and May Have Document Problems Occur. ITRE Is a Joint Venture Together You Should Check The Documents Carefully BECAUSE IT Will Be DisadVantaged Later."
The Devil,finance,"You will feel very stressted about money. As Well As Hiving Financial Problems Arising from Spement Carelessly Should Be CareFul of Your Own Hearts Becauuse The Emotion OSE The Money That Is NOTENE ENECESARY OTONEETA SIT and REGRETER LATER LATER PEOPLE WHO WHO Credit Cards, Be Careful To Use The Money To Cause Debt As Well. IN THIS PHASE NEED TO JOIN THE STOCK, Investment in Doing Anyone Should Leave before and Should Check The Offer Well BE Be Problems Later for Personal Business Personal of Being Crab Being Crab Customers Pay delay, Causing Gery Stress. Therefore Should Be Especially Careful About Money"
The Devil,health,"Health Should Be Careful of Small Accidents Around The Knee, Knee Bones. Stress or Think Too Much in People Who Are Sick, Be Careful of Chronic Symptoms May Be Recovery than than Usual. Therefore, Special Health Should Be Taken in this Period."
The Devil,personality,"Dressing Well, The Exterior Looks Good, FlirtATious, Charming, Reliable, Has A Passionate, So Progress Quickly. Dare to Be Brave Enough, Emotional, Impaient, Love, Hate What You wan. Do everything to get what you want. But Was the One Who Planned to Weigh in the Head First IF Anything is Not Worth It, IT WON'T Take Action. LIKE RISKS (WHICH Is ​​Expedted To Be Sure) Hope is High, Good Taste, Use Good Money, Like Anything, Will Like The Most UNTIL THE HEAD DOS NOT RISE."
The Devil,education,"During this period, still have to bee to be very Careful About Learning. You will feel that There is a lot of temple. Easy to Easily Concentrate on Studying In PEOPLE WHO HAVE ACIVITIES in the Class, Such As Clubs, ETC. Be Careful of Dedication to Those Activities Too Much. Untiil Not Hiving Much Time to Pay Attations to the Lesson People Who Work Groups Must Be Careful of their Friends in the Group. Break The Feeling ITRE IN EN Exam During this Period, Do Not Be Dishonest or Secretly Registered BECAUSE IT Will Definitly Be CaugHT. IN THE EXAM, IF Prepared Well, Will Pass Through The Score. But IF Not Prepaper, Hoping to Rely on Luck, Rely on the Horoscope, Will Have the Opportunity to Take The Second Repairs."
The Devil,luck,"During this Period, Fortune Will Not Come Yet. IF Luck Comes in, There Are often Some Proposals or Conditions. But the Chance of Luck is a 30% Hope."
The Tower,card_name,The Tower
The Tower,love_single,"You May Encound, Disappointment with Being Able to keep up. Or Feel that the Expectations of Love Are All Collapsed. There is notshing left. You will feel that Person you secretly loves is a denying attitude. Makes You feel Sad In People Who Are Still Single and Still Do Note like Who would have to wait? BECAUSE IT's Not Your Rhythm"
The Tower,love_in_relationship,"During this period, you have to bee to be very careful about your own emotions. It is likely to explode the emotions at the lover. In Addition, Being Jealous or Too Jealous of the Lover May AL SEVERE QUARREL. Overall, IS IS THE PERIOD THAT BLindly Relationship Must Be Gery Calm"
The Tower,career,"During this period, you have to be very care of your own emotions. It is likely to be Easily Frustrated with Everything, Which Will Make Various Problems Escalate. PEOPLE WHOO WOVEW WORKED for a Long Time will feel uncomportable and can't bear the atmosphere at work. Began to Have a Feeling of Wanting To Resign Change New Jobs But Should Think Careuffully before Resigning Becaush Finding Away and Thehen IT May Take Quite A Long Time before New Job AGAINATHE THE BE CARE FULMS in the World May Occur. There May Be a Lot of Conflicts with Those Around you. Must Be Careful of YouSELF, ESPECIALL ABOUT THE USE OF WORS and Your Own Expression Personal Business People Must Be Careful of Being Cheated. Or the Sales Dropped to the Point"
The Tower,finance,"IT was a tense time. You will have a lot of concerns about your own finances. It is Possible that There May Be A Sudden Expendeture that you do not set yourset. Causing The Money to NOT Be Rotated in Time and May Shock The Money I Some Comes to Borrow Money During this Period, Avoid It First. BECAUSE May Not Get The Money Back in Business Owners, The Should Avoid Investing. And All Forms of Risk BECAUSE IT is likely to Lose Heavy Money Without Getting The Principal Back But IF Anyone Has A Project to Investments of the Building ORD OND OND OND ORED THAT THERED THERED THERED THERED THERED THERED THAT There Just Be Careful, The Budget May Escalate More Than the Set."
The Tower,health,"Must Be Rey Careful of Accidents, May Be a Serious Accident, But IT Can Caush Sufficient Pain, Such As Being Hit by A Knife Or Stepping on the Glass Until Bleeding, Etc. Therefore PEOPLE WHO SICK MUST Be Careful of the Symptoms Subsided. Not Considered Recozed in this Period"
The Tower,personality,"Is a person fighting, not allowing anyone, diligent, enthusiastic, brave, resoldtely hold on to yourself believe anyhing, often confident in thatre are no new options that DO NACHER PEAPLE. Thinking of a Hot, Impaient, Impulsive, and Impulsive, Acting Fast Unti. is Considered to Be Neglic, Lacking, Lurking, Distraction, and Saying Nething."
The Tower,education,"Will Have a Feeling of Pressure and Gery Stresed about the Situation in this period you will start to feel uncomffortable. And Bully Dosn'TT to Study or May Arggue About Jumping BECAUSE STUDying, Do Not Understand Be Careful of Your Own Negative Thoughts. BECAUSE IT WILL GIVE You A Bad and Lower Learning. In Addition, The Use of Emotions ABOVE THE REAN LEAD TO CONFLICTS in Your School/University Groups as well. People Working in Groups May Problems with Friends. Or There are Some Eve Eve Events that are disappoInted with Society in Your Own Place. Overall, IT is a Time When you have to endure a lot. You may feel very discouraged. However, Conscious in Every Matter Will Help The Problem Bece Lighter."
The Tower,luck,"There is no Fortune in this period. In Addition, Be Careful of Bad Luck. ITERE Is A Chance to Make Merit, IT Will Help to Be Light. Lucky Should Not Risk Any Luck During this Period Becaush."
The Star,card_name,The Star
The Star,love_single,"The Situation of Love During this Period is quite Relaxed, Comfortable, Nothing that Makes You Very World. In the Event that you are still single, IT May Be Whene The Horoscope of Love IS NOTSTANDING NOTED IFECRETLY LIKEONE, Still Have TO HOPE BECAUSE THERE ARE NOT MANY HOPES."
The Star,love_in_relationship,"There Will Be More Relaxation in the Relationship Between You and Your Lover. ITRE WAS A Mistake Before, There Was A Genre. Leaning that It will be resolved soon be reconciled again, but the relationship is not very tight. In Lovers, Do Not Demand Too Much from the Lover to Give Freedom to the Lover, IT Will Make It Smooth."
The Star,career,"You will feel bored with work. BECAUSE THIS Card Indicates Too Comfortable Work or in Some Cases, IT May Mean That There are not Many Work for you to do. Often have a lot of Free Time Until Bored What for a Long Time, Will Make You Lose Their Enthusiasm in Talk to Your Boss to ASK for More Work, IT May Health Problem. In Those Who are looking for a new job, May Have to Wait for the Rhythm First BEASE You will Not Get a Job Soon. IF Thinking of Resigning and Going To Find a Job, Take the Sword, Theen BE CAREFUL BECAUSE There Are Criteria to Benemployed for Many Months. IN PRIVATE WORKERS OR Trading During this Period, Customers May Be Slugish. There are not many order in. Howver, if you can endure this time, there will be good things that will definitly happy."
The Star,finance,"Finances in this Phase Will Be Engh. Butamch Therefore, Do Not Just Be Complacent to Spement Money Too. It Should Be Better for Emergency Money. If you have a seriously problem with this period will to be emewhat Light But the Finances are not Certain, NOT SLEPING WHOR ARE ARE THINGING OF WING BUSSING SLOWNT THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE THE Do not Invest in this period. BECAUSE FOR A LONG TIME TO WITHDRAW THE CAPITAL BACK NOT THE RHYTHM in Some People, There May Be Expenses for Home Renovation. Or Can Improve the Land of Housing as well. Overall, The Financial Horoscopes are not Difficult. But not MUCH to use as you wish IF WAITING for the Financial News, IT May Not Be As Expedted. STILL HAVE TO WAIT for A WAILE"
The Star,health,"During this period, your health is a world. But Be Careful of Insufflicient Rest May Cause A Little Illness in People Who are not. Or Being Sick, There Will Be A Slow Recovery. IF Taking Good Care of Your Health, IT Will Definitly Heal."
The Star,personality,"Being Charming Whever You Go, Everyone Admires. Be outstanding, unique, polite, good -harearted, good heart, like helping othders looking at the world poositively, loves nature, free, but there is Love, Solithude. Lot of Friends, But Realy Close People Are Working to Make Money Well. Often Get Money from the Ability and Socializing, Love, Intellectual, Creativity"
The Star,education,"Studying in this Phase Will Be A Little Better than in the past. But You Must also More Efforts. During this period, you will feel more relaxed. While Acting Too Comfortable To Bece Lai You Have any Questions in the Course, Try to Group or Ask for Advice from Friends. They will help you very well. ITRE IN EN Exam During this Period, The Test Results are Satisfactory. Not very good, but Definitly Won'The Fall The Thing Be Careful is Your Own Rest. Must Alllocate Enough Lessons to Review Lessons and Relaxation. Otherwise, IT May Cause Stuck in the Subjects that Can Be Studied."
The Star,luck,"During this period, you will not have any fortune or fortune. ITRE ARE Good Things Coming in, IT IS OF ELOON ABOUT LIFE WITH LIFE. The Risk of Luck is not the right rhythm. OPPORTUNITY TO GAMBLE 0%"
The Moon,card_name,The Moon
The Moon,love_single,"Love Situations are USUALLY NOT AS MUCH AS in This Period. If you are a single person, you may secretly like someone, but the other person still dosn't seem clean as well as that he May Already Hais Lover. The Relationship in this Phase Will Not Progress As Expedted, May Have to Wait and See."
The Moon,love_in_relationship,"In this period, you may be too paranoid of love of love your lover. Should Reduce The Idea A Lot and Do Not Find Fault Too Much Lovers in Some Couples, There May Be Conflicts with Lovers and Feels THAT HAVE NE BEEN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIN DIS However, Should Use Calm Down and Do not Be Distated by You are can caus problems in the relationship."
The Moon,career,"You will have more stress and pressure on work. May Have a Depressing and Bored Mood, Do NOT TO WORK. This time, the work is nots. There is a chance to be fixed often, causing you to be discouraged before working without pleaseing to the boss. Have the Opportunity to Have Problems with Colleagues in the Wrong Communication or Talk and Not Clear. In Addition, Be Careful To Make a Lost Document or Make Mistakes Therefore, IT Should Bee Ree There is a request for Hello Colleagues. May Not Recetive Much Cooperation"
The Moon,finance,"You will have stress on Financial Matters. Or Feel Mery Pressured and Anxious Should Be Careful of Using Money As You Wish Too Much May The Money TO RELEVE STRESS, Which Will Cause Debt to Be Followed Later. A Good Way, You Should Make An Income Accounting Account. Including Checking Your Own Financial Status Do NOT THINK OF LUYING VALUALLES OR VALUALLES in this Period. BECAUSE There is a Chance to Not Turn the Money in Time IFONE IMONE Investment or Business During this Period, It Should Be Vary Careful. BECAUSE There is a Chance of Being Cheated or Losing Untiined in Addition, Be Careful of Money Lost or May Be Lost. In'sir Own Business People, Should Check The Company's Accounting Thoroughing. BECAUSE He Had The Opportunity To Be Misappropriated"
The Moon,health,"You Should Be Careful of the Disease in the Body. Drinking Too Little Water with Drinking Soft Drinks, Drinking Alcohol or Drinking Drinking Drinks THAT ARE NOTO THE BODY INDITION, This Card ALSO INSUFFICITES Insuffic Seth. There May Be a Feeling of Sleeping Harder than USUL. During this Period, You may be obessed with various Issues Untizes High Stress. Should Be Free and Find Time to take Care of Your Mental Health BECAUSE IT May Be Stressful in People Who Are Sick, Be Careful of Infection. Or chronic illness as well"
